date,0,1,2,3,4,5,OT
2020-01-01 00:10:00,2.068,5.432,1.82,0.514,0.919,0.745,2.068
2020-01-01 00:20:00,2.073,5.542,1.821,0.85,0.919,0.74,2.073
2020-01-01 00:30:00,2.069,5.526,1.821,0.865,0.92,0.726,2.069
2020-01-01 00:40:00,2.07,5.524,1.821,0.853,0.914,0.711,2.07
2020-01-01 00:50:00,1.993,5.522,1.818,0.592,0.913,0.666,1.993
2020-01-01 01:00:00,1.985,5.493,1.818,0.445,0.912,0.665,1.985
2020-01-01 01:10:00,1.941,5.369,1.818,0.443,0.913,0.668,1.941
2020-01-01 01:20:00,1.798,5.05,1.819,0.443,0.913,0.721,1.798
2020-01-01 01:30:00,1.785,1.717,1.817,0.445,0.898,0.749,1.785
2020-01-01 01:40:00,1.805,1.337,1.807,0.47,0.798,0.799,1.805
2020-01-01 01:50:00,1.769,1.13,1.815,0.597,0.798,0.824,1.769
2020-01-01 02:00:00,1.728,1.129,1.815,0.575,0.797,0.834,1.728
2020-01-01 02:10:00,1.735,1.128,1.818,0.572,0.798,0.84,1.735
2020-01-01 02:20:00,1.869,1.128,1.82,0.547,0.797,0.82,1.869
2020-01-01 02:30:00,1.95,1.126,1.818,0.546,0.798,0.787,1.95
2020-01-01 02:40:00,1.943,1.126,1.812,0.593,0.797,0.764,1.943
2020-01-01 02:50:00,1.937,1.125,1.816,0.849,0.797,0.761,1.937
2020-01-01 03:00:00,1.959,1.125,1.815,1.022,0.797,0.764,1.959
2020-01-01 03:10:00,1.985,1.128,1.817,1.12,0.797,0.882,1.985
2020-01-01 03:20:00,2.242,1.128,1.301,1.013,0.798,1.16,2.242
2020-01-01 03:30:00,2.003,1.128,1.046,0.713,0.797,1.262,2.003
2020-01-01 03:40:00,2.224,1.129,1.005,0.61,0.798,1.086,2.224
2020-01-01 03:50:00,2.221,1.127,1.271,0.575,0.798,0.9,2.221
2020-01-01 04:00:00,2.103,1.128,1.167,0.571,0.798,0.907,2.103
2020-01-01 04:10:00,2.064,1.128,1.358,0.566,0.799,0.88,2.064
2020-01-01 04:20:00,2.073,1.136,1.885,0.567,0.799,0.844,2.073
2020-01-01 04:30:00,2.054,1.135,1.984,0.569,0.799,0.828,2.054
2020-01-01 04:40:00,2.02,1.134,1.987,0.562,0.799,0.83,2.02
2020-01-01 04:50:00,2.039,1.134,1.991,0.527,0.799,0.821,2.039
2020-01-01 05:00:00,2.058,1.125,1.989,0.449,0.799,0.855,2.058
2020-01-01 05:10:00,2.067,1.052,1.99,0.449,0.801,0.936,2.067
2020-01-01 05:20:00,2.084,1.055,1.881,0.527,0.798,1.244,2.084
2020-01-01 05:30:00,2.126,1.053,1.863,0.887,0.799,1.272,2.126
2020-01-01 05:40:00,2.105,1.053,1.868,0.857,0.799,0.921,2.105
2020-01-01 05:50:00,2.167,1.049,1.839,0.852,0.799,0.901,2.167
2020-01-01 06:00:00,2.201,1.051,1.849,0.535,0.799,0.888,2.201
2020-01-01 06:10:00,2.153,1.05,1.839,0.449,0.798,0.873,2.153
2020-01-01 06:20:00,2.162,0.924,1.837,0.487,0.798,0.826,2.162
2020-01-01 06:30:00,2.073,0.746,1.842,0.597,0.799,0.75,2.073
2020-01-01 06:40:00,1.897,0.816,1.814,0.576,0.799,0.738,1.897
2020-01-01 06:50:00,1.894,1.518,1.829,0.57,0.799,0.741,1.894
2020-01-01 07:00:00,2.126,4.297,1.841,0.57,0.801,0.784,2.126
2020-01-01 07:10:00,2.657,4.313,1.838,0.567,0.801,0.901,2.657
2020-01-01 07:20:00,2.481,4.488,1.837,0.566,0.797,1.162,2.481
2020-01-01 07:30:00,2.474,4.604,1.835,0.563,0.8,1.131,2.474
2020-01-01 07:40:00,2.496,4.655,1.835,0.568,0.799,0.798,2.496
2020-01-01 07:50:00,2.494,4.7,1.839,0.563,0.814,0.816,2.494
2020-01-01 08:00:00,2.501,4.732,1.768,0.565,0.61,0.82,2.501
2020-01-01 08:10:00,2.503,4.698,1.737,0.634,0.853,0.746,2.503
2020-01-01 08:20:00,2.445,4.655,1.322,0.967,0.847,0.667,2.445
2020-01-01 08:30:00,2.406,4.681,1.189,0.976,0.843,0.67,2.406
2020-01-01 08:40:00,2.405,4.709,1.342,0.968,0.84,0.664,2.405
2020-01-01 08:50:00,2.399,4.736,1.135,0.713,0.838,0.663,2.399
2020-01-01 09:00:00,2.386,4.76,1.086,0.56,0.835,0.708,2.386
2020-01-01 09:10:00,2.374,4.78,1.082,0.562,0.834,0.796,2.374
2020-01-01 09:20:00,1.552,4.788,1.082,0.56,0.835,1.088,1.552
2020-01-01 09:30:00,1.177,4.821,1.079,0.515,0.834,1.095,1.177
2020-01-01 09:40:00,1.181,4.913,1.101,0.445,0.815,0.732,1.181
2020-01-01 09:50:00,1.192,4.908,1.103,0.445,0.76,0.747,1.192
2020-01-01 10:00:00,1.194,4.915,1.103,0.444,0.773,0.763,1.194
2020-01-01 10:10:00,1.187,4.856,1.105,0.444,0.787,0.766,1.187
2020-01-01 10:20:00,1.184,3.828,1.105,0.439,0.789,0.738,1.184
2020-01-01 10:30:00,1.186,1.061,1.107,0.437,0.797,0.755,1.186
2020-01-01 10:40:00,1.183,0.746,1.105,0.439,0.796,0.762,1.183
2020-01-01 10:50:00,1.202,0.619,1.103,0.436,0.792,0.751,1.202
2020-01-01 11:00:00,1.25,0.619,1.105,0.459,0.792,0.799,1.25
2020-01-01 11:10:00,1.219,0.717,1.106,0.645,0.792,0.921,1.219
2020-01-01 11:20:00,1.19,0.715,1.103,0.859,0.794,1.199,1.19
2020-01-01 11:30:00,1.185,0.713,1.094,0.81,0.795,1.194,1.185
2020-01-01 11:40:00,1.185,0.713,1.096,0.74,0.797,0.906,1.185
2020-01-01 11:50:00,1.176,0.712,1.086,0.437,0.795,3.964,1.176
2020-01-01 12:00:00,1.181,0.656,1.081,0.435,0.795,4.217,1.181
2020-01-01 12:10:00,1.131,0.583,1.073,0.436,0.794,4.412,1.131
2020-01-01 12:20:00,1.208,0.583,0.912,0.437,0.796,4.495,1.208
2020-01-01 12:30:00,1.115,0.582,0.833,0.438,0.794,4.566,1.115
2020-01-01 12:40:00,1.11,0.582,0.833,0.438,0.795,4.561,1.11
2020-01-01 12:50:00,1.101,0.581,0.833,0.433,0.796,4.556,1.101
2020-01-01 13:00:00,1.084,0.56,0.832,0.586,0.796,4.531,1.084
2020-01-01 13:10:00,2.097,0.523,0.832,0.571,0.795,4.532,2.097
2020-01-01 13:20:00,2.329,0.428,0.833,0.545,0.795,4.806,2.329
2020-01-01 13:30:00,2.329,0.427,0.833,0.567,0.796,4.85,2.329
2020-01-01 13:40:00,2.337,0.428,0.833,0.565,0.795,4.468,2.337
2020-01-01 13:50:00,2.415,0.427,0.513,0.562,0.795,4.484,2.415
2020-01-01 14:00:00,2.544,0.426,0.338,0.645,0.797,4.488,2.544
2020-01-01 14:10:00,2.544,0.425,0.338,1.027,0.796,4.458,2.544
2020-01-01 14:20:00,2.399,0.425,0.338,0.971,0.795,4.385,2.399
2020-01-01 14:30:00,2.32,0.426,0.338,0.966,0.797,4.377,2.32
2020-01-01 14:40:00,2.326,0.426,0.338,0.613,0.797,4.358,2.326
2020-01-01 14:50:00,2.326,0.426,0.338,0.563,0.797,4.327,2.326
2020-01-01 15:00:00,2.325,0.424,0.338,0.558,0.797,4.289,2.325
2020-01-01 15:10:00,2.323,0.425,0.339,0.564,0.8,4.336,2.323
2020-01-01 15:20:00,2.329,0.426,0.339,0.561,0.799,4.492,2.329
2020-01-01 15:30:00,2.337,0.426,0.338,0.563,0.797,4.682,2.337
2020-01-01 15:40:00,2.339,0.426,0.338,0.559,0.798,4.618,2.339
2020-01-01 15:50:00,2.332,0.423,0.338,0.445,0.931,4.37,2.332
2020-01-01 16:00:00,2.337,0.423,0.338,0.445,0.935,4.332,2.337
2020-01-01 16:10:00,2.342,0.409,0.339,0.435,0.933,4.302,2.342
2020-01-01 16:20:00,1.88,0.346,0.339,0.42,0.935,4.278,1.88
2020-01-01 16:30:00,1.091,0.347,0.339,0.419,0.937,4.251,1.091
2020-01-01 16:40:00,1.09,0.345,0.339,0.454,0.935,4.233,1.09
2020-01-01 16:50:00,1.097,0.344,0.338,0.64,0.935,4.241,1.097
2020-01-01 17:00:00,1.11,0.344,0.339,0.892,0.933,4.308,1.11
2020-01-01 17:10:00,1.079,0.344,0.339,0.85,0.932,4.303,1.079
2020-01-01 17:20:00,1.091,0.343,0.339,0.789,0.933,4.321,1.091
2020-01-01 17:30:00,1.089,0.345,0.339,0.603,0.932,4.325,1.089
2020-01-01 17:40:00,1.088,0.346,0.338,0.577,0.932,4.515,1.088
2020-01-01 17:50:00,1.075,0.441,0.338,0.559,0.929,4.606,1.075
2020-01-01 18:00:00,1.048,0.66,0.338,0.562,0.93,4.405,1.048
2020-01-01 18:10:00,1.037,3.746,0.339,0.593,0.929,4.218,1.037
2020-01-01 18:20:00,1.031,3.9,0.339,0.619,0.927,4.237,1.031
2020-01-01 18:30:00,1.027,3.958,0.339,0.555,0.927,4.274,1.027
2020-01-01 18:40:00,1.027,4.087,0.339,0.555,0.927,4.299,1.027
2020-01-01 18:50:00,1.033,4.129,0.339,0.556,0.928,4.319,1.033
2020-01-01 19:00:00,1.041,4.175,0.339,0.559,0.928,4.351,1.041
2020-01-01 19:10:00,1.039,4.22,0.339,0.565,0.926,4.385,1.039
2020-01-01 19:20:00,1.043,4.254,0.339,0.558,0.926,4.411,1.043
2020-01-01 19:30:00,1.045,4.281,0.339,0.575,0.927,4.417,1.045
2020-01-01 19:40:00,1.051,4.308,0.339,0.81,0.924,4.391,1.051
2020-01-01 19:50:00,1.059,4.334,0.339,1.0,0.925,4.355,1.059
2020-01-01 20:00:00,1.053,4.358,0.339,0.964,0.927,4.326,1.053
2020-01-01 20:10:00,1.04,4.385,0.339,0.848,0.923,4.329,1.04
2020-01-01 20:20:00,1.04,4.408,0.339,0.523,0.921,4.308,1.04
2020-01-01 20:30:00,1.035,4.417,0.339,0.444,0.919,4.29,1.035
2020-01-01 20:40:00,1.043,4.424,0.339,0.44,0.918,4.073,1.043
2020-01-01 20:50:00,1.038,4.427,0.339,0.45,0.928,4.005,1.038
2020-01-01 21:00:00,1.059,4.433,0.339,0.448,0.734,3.999,1.059
2020-01-01 21:10:00,1.07,4.435,0.339,0.443,0.972,4.073,1.07
2020-01-01 21:20:00,1.072,4.437,0.339,0.443,0.968,4.249,1.072
2020-01-01 21:30:00,1.076,4.439,0.339,0.445,0.967,4.437,1.076
2020-01-01 21:40:00,1.078,4.441,0.339,0.437,0.96,4.321,1.078
2020-01-01 21:50:00,1.08,4.554,0.339,0.431,0.959,4.126,1.08
2020-01-01 22:00:00,1.071,4.654,0.339,0.433,0.862,4.102,1.071
2020-01-01 22:10:00,1.069,4.676,0.339,0.432,0.842,4.108,1.069
2020-01-01 22:20:00,1.066,4.673,0.339,0.484,0.824,4.104,1.066
2020-01-01 22:30:00,1.068,4.671,0.339,0.75,0.769,4.108,1.068
2020-01-01 22:40:00,1.067,2.173,0.339,0.846,0.783,4.119,1.067
2020-01-01 22:50:00,1.056,0.97,0.339,0.848,0.792,3.977,1.056
2020-01-01 23:00:00,0.934,0.559,0.339,0.609,0.796,3.976,0.934
2020-01-01 23:10:00,0.746,0.56,0.339,0.444,0.804,3.978,0.746
2020-01-01 23:20:00,0.68,0.558,0.339,0.443,0.804,3.907,0.68
2020-01-01 23:30:00,0.675,0.557,0.339,0.439,0.808,3.881,0.675
2020-01-01 23:40:00,0.661,0.557,0.428,0.438,0.811,3.846,0.661
2020-01-01 23:50:00,0.643,0.557,0.756,0.477,0.81,3.836,0.643
2020-01-02 00:00:00,0.633,0.556,0.96,0.592,0.808,3.812,0.633
2020-01-02 00:10:00,0.632,0.557,0.959,0.571,0.81,3.814,0.632
2020-01-02 00:20:00,0.629,0.556,0.959,0.565,0.81,3.826,0.629
2020-01-02 00:30:00,0.629,0.556,0.959,0.566,0.809,3.855,0.629
2020-01-02 00:40:00,0.626,0.555,0.961,0.561,0.812,3.929,0.626
2020-01-02 00:50:00,0.639,0.555,0.961,0.566,0.813,4.254,0.639
2020-01-02 01:00:00,0.641,0.514,0.959,0.556,0.812,4.294,0.641
2020-01-02 01:10:00,0.639,0.428,1.051,0.624,0.812,3.926,0.639
2020-01-02 01:20:00,0.639,0.427,1.081,0.952,0.806,3.915,0.639
2020-01-02 01:30:00,0.624,0.428,1.073,0.981,0.809,3.899,0.624
2020-01-02 01:40:00,0.532,0.426,1.071,0.963,0.81,3.855,0.532
2020-01-02 01:50:00,0.521,0.424,1.071,0.638,0.812,3.808,0.521
2020-01-02 02:00:00,0.516,0.455,1.07,0.562,0.812,3.82,0.516
2020-01-02 02:10:00,0.513,0.555,1.07,0.551,0.814,3.833,0.513
2020-01-02 02:20:00,0.51,0.553,1.07,0.535,0.811,3.822,0.51
2020-01-02 02:30:00,0.512,0.553,1.069,0.275,0.812,3.814,0.512
2020-01-02 02:40:00,0.52,0.524,1.069,0.265,0.813,3.85,0.52
2020-01-02 02:50:00,0.524,0.426,1.07,0.211,0.813,3.913,0.524
2020-01-02 03:00:00,0.525,0.424,1.07,0.193,0.81,4.227,0.525
2020-01-02 03:10:00,0.525,0.425,1.07,0.182,0.809,4.257,0.525
2020-01-02 03:20:00,0.526,0.403,1.072,0.182,0.809,3.91,0.526
2020-01-02 03:30:00,0.526,0.343,1.073,0.181,0.806,3.904,0.526
2020-01-02 03:40:00,0.51,0.342,1.074,0.181,0.809,3.888,0.51
2020-01-02 03:50:00,0.753,0.34,1.073,0.182,0.805,3.866,0.753
2020-01-02 04:00:00,0.823,0.337,1.074,0.266,0.805,3.817,0.823
2020-01-02 04:10:00,0.819,0.336,1.073,0.651,0.803,3.825,0.819
2020-01-02 04:20:00,0.779,0.336,1.073,0.701,0.805,3.823,0.779
2020-01-02 04:30:00,0.75,0.336,1.072,0.723,0.794,3.819,0.75
2020-01-02 04:40:00,0.747,0.336,1.073,0.356,0.797,3.84,0.747
2020-01-02 04:50:00,0.746,0.46,1.073,0.304,0.797,3.877,0.746
2020-01-02 05:00:00,0.743,0.476,1.072,0.302,0.796,4.23,0.743
2020-01-02 05:10:00,0.742,0.474,1.049,0.302,0.796,4.244,0.742
2020-01-02 05:20:00,0.741,0.476,0.974,0.301,0.797,3.977,0.741
2020-01-02 05:30:00,0.733,0.476,0.834,0.3,0.797,3.885,0.733
2020-01-02 05:40:00,0.728,2.41,0.444,0.3,0.796,3.886,0.728
2020-01-02 05:50:00,0.728,3.989,0.444,0.299,0.796,3.868,0.728
2020-01-02 06:00:00,0.732,3.89,0.444,0.298,0.796,3.831,0.732
2020-01-02 06:10:00,0.729,3.989,0.444,0.299,0.795,3.817,0.729
2020-01-02 06:20:00,0.728,4.056,0.443,0.299,0.795,3.82,0.728
2020-01-02 06:30:00,0.734,4.096,0.441,0.298,0.796,3.826,0.734
2020-01-02 06:40:00,0.342,4.135,0.44,0.297,0.797,3.832,0.342
2020-01-02 06:50:00,0.342,4.172,0.44,0.298,0.795,3.887,0.342
2020-01-02 07:00:00,0.341,4.197,0.44,0.313,0.796,4.268,0.341
2020-01-02 07:10:00,0.34,4.221,0.439,0.654,0.811,4.35,0.34
2020-01-02 07:20:00,0.336,4.247,0.439,0.61,0.617,4.138,0.336
2020-01-02 07:30:00,0.329,4.276,0.439,0.59,0.856,3.99,0.329
2020-01-02 07:40:00,0.51,4.388,0.439,0.369,0.852,3.902,0.51
2020-01-02 07:50:00,0.483,4.457,0.439,0.182,0.846,3.855,0.483
2020-01-02 08:00:00,0.482,4.471,0.438,0.18,0.844,3.841,0.482
2020-01-02 08:10:00,0.468,4.478,0.438,0.18,0.843,3.815,0.468
2020-01-02 08:20:00,0.461,4.482,0.438,0.18,0.841,3.81,0.461
2020-01-02 08:30:00,0.455,4.464,0.438,0.18,0.839,3.812,0.455
2020-01-02 08:40:00,0.447,4.367,0.438,0.175,0.84,3.868,0.447
2020-01-02 08:50:00,0.442,4.371,0.437,0.171,0.837,3.865,0.442
2020-01-02 09:00:00,0.438,4.375,0.437,0.172,0.777,3.89,0.438
2020-01-02 09:10:00,0.434,4.454,0.438,0.172,0.761,3.901,0.434
2020-01-02 09:20:00,0.428,4.445,0.438,0.171,0.782,3.896,0.428
2020-01-02 09:30:00,0.437,4.351,0.437,0.172,0.787,3.873,0.437
2020-01-02 09:40:00,0.443,4.353,0.437,0.172,0.787,3.844,0.443
2020-01-02 09:50:00,0.446,4.353,0.437,0.178,0.789,3.798,0.446
2020-01-02 10:00:00,0.448,4.35,0.437,0.329,0.789,3.793,0.448
2020-01-02 10:10:00,0.451,4.351,0.436,0.632,0.79,3.797,0.451
2020-01-02 10:20:00,0.459,4.354,0.436,0.585,0.79,3.858,0.459
2020-01-02 10:30:00,0.459,4.357,0.436,0.579,0.791,4.057,0.459
2020-01-02 10:40:00,0.46,4.358,0.436,0.287,0.791,4.222,0.46
2020-01-02 10:50:00,0.458,4.36,0.436,0.318,0.792,4.143,0.458
2020-01-02 11:00:00,0.457,4.362,0.401,0.301,0.791,3.876,0.457
2020-01-02 11:10:00,0.445,4.363,0.339,0.296,0.823,3.915,0.445
2020-01-02 11:20:00,0.444,4.364,0.339,0.294,0.938,3.927,0.444
2020-01-02 11:30:00,0.444,4.364,0.339,0.292,0.928,3.928,0.444
2020-01-02 11:40:00,0.443,4.378,0.339,0.292,0.925,3.918,0.443
2020-01-02 11:50:00,0.442,2.434,0.338,0.292,0.925,3.891,0.442
2020-01-02 12:00:00,0.444,0.863,0.339,0.291,0.923,3.859,0.444
2020-01-02 12:10:00,0.456,0.428,0.34,0.291,0.923,3.831,0.456
2020-01-02 12:20:00,0.454,0.426,0.339,0.291,0.923,3.693,0.454
2020-01-02 12:30:00,0.455,0.424,0.34,0.289,0.922,3.448,0.455
2020-01-02 12:40:00,0.455,0.425,0.34,0.29,0.922,3.168,0.455
2020-01-02 12:50:00,0.454,0.427,0.339,0.29,0.921,2.915,0.454
2020-01-02 13:00:00,0.443,0.426,0.339,0.373,0.922,2.664,0.443
2020-01-02 13:10:00,0.433,0.427,0.339,0.708,0.921,2.413,0.433
2020-01-02 13:20:00,0.433,0.528,0.339,0.6,0.921,2.187,0.433
2020-01-02 13:30:00,0.431,0.563,0.339,0.581,0.922,2.024,0.431
2020-01-02 13:40:00,0.428,0.56,0.34,0.361,0.921,1.914,0.428
2020-01-02 13:50:00,0.429,0.562,0.339,0.175,0.92,1.727,0.429
2020-01-02 14:00:00,0.44,0.562,0.339,0.174,0.919,0.953,0.44
2020-01-02 14:10:00,0.442,0.563,0.371,0.175,0.918,0.987,0.442
2020-01-02 14:20:00,0.442,0.563,0.348,0.175,0.916,0.642,0.442
2020-01-02 14:30:00,0.441,0.539,0.339,0.175,0.915,0.601,0.441
2020-01-02 14:40:00,0.438,0.544,0.34,0.174,0.916,0.596,0.438
2020-01-02 14:50:00,0.435,0.607,0.339,0.172,0.914,0.572,0.435
2020-01-02 15:00:00,0.426,0.602,0.338,0.169,0.915,0.525,0.426
2020-01-02 15:10:00,0.504,0.601,0.339,0.27,0.915,0.53,0.504
2020-01-02 15:20:00,0.52,0.599,0.339,0.314,0.914,0.533,0.52
2020-01-02 15:30:00,0.525,0.599,0.339,0.301,0.915,0.582,0.525
2020-01-02 15:40:00,0.526,0.483,0.339,0.297,0.913,0.595,0.526
2020-01-02 15:50:00,0.535,0.471,0.338,0.357,0.912,0.599,0.535
2020-01-02 16:00:00,0.54,0.468,0.338,0.635,0.911,0.551,0.54
2020-01-02 16:10:00,0.539,0.467,0.338,0.733,0.911,0.604,0.539
2020-01-02 16:20:00,0.54,0.469,0.338,0.696,0.912,0.605,0.54
2020-01-02 16:30:00,0.54,0.47,0.347,0.578,0.911,0.577,0.54
2020-01-02 16:40:00,0.534,0.466,0.468,0.291,0.911,0.545,0.534
2020-01-02 16:50:00,0.517,0.466,0.952,0.291,0.911,0.521,0.517
2020-01-02 17:00:00,0.515,0.466,0.959,0.29,0.91,0.523,0.515
2020-01-02 17:10:00,0.513,0.465,0.961,0.29,0.822,0.575,0.513
2020-01-02 17:20:00,0.511,1.659,0.961,0.289,0.796,0.828,0.511
2020-01-02 17:30:00,0.51,3.988,0.961,0.289,0.796,0.949,0.51
2020-01-02 17:40:00,0.512,4.052,0.962,0.28,0.795,0.779,0.512
2020-01-02 17:50:00,0.504,4.096,0.961,0.174,0.795,0.588,0.504
2020-01-02 18:00:00,0.436,4.235,0.962,0.174,0.796,0.598,0.436
2020-01-02 18:10:00,0.435,4.332,0.961,0.174,0.795,0.57,0.435
2020-01-02 18:20:00,0.359,4.401,0.961,0.174,0.807,0.54,0.359
2020-01-02 18:30:00,0.342,3.853,0.961,0.169,0.608,0.52,0.342
2020-01-02 18:40:00,0.333,3.021,0.96,0.235,0.847,0.518,0.333
2020-01-02 18:50:00,0.329,4.005,0.962,0.541,0.843,0.568,0.329
2020-01-02 19:00:00,0.329,4.382,0.962,0.614,0.839,0.573,0.329
2020-01-02 19:10:00,0.329,4.384,0.961,0.572,0.837,0.594,0.329
2020-01-02 19:20:00,0.329,4.232,0.962,0.488,0.834,0.599,0.329
2020-01-02 19:30:00,0.332,4.193,0.962,0.169,0.833,0.622,0.332
2020-01-02 19:40:00,0.344,4.258,0.962,0.169,0.831,0.648,0.344
2020-01-02 19:50:00,0.343,4.347,0.961,0.169,0.831,0.645,0.343
2020-01-02 20:00:00,0.344,4.356,0.96,0.169,0.813,0.633,0.344
2020-01-02 20:10:00,0.342,4.358,0.961,0.17,0.758,0.608,0.342
2020-01-02 20:20:00,0.341,4.383,0.962,0.17,0.77,0.625,0.341
2020-01-02 20:30:00,0.336,4.338,0.963,0.169,0.784,0.642,0.336
2020-01-02 20:40:00,0.329,4.335,0.964,0.169,0.786,0.74,0.329
2020-01-02 20:50:00,0.329,4.338,0.965,0.169,0.788,1.029,0.329
2020-01-02 21:00:00,0.328,4.345,0.965,0.169,0.79,1.032,0.328
2020-01-02 21:10:00,0.326,4.344,0.963,0.17,0.791,0.615,0.326
2020-01-02 21:20:00,0.33,4.347,0.963,0.17,0.79,0.611,0.33
2020-01-02 21:30:00,0.341,4.475,0.962,0.241,0.791,0.592,0.341
2020-01-02 21:40:00,0.343,4.49,0.949,0.682,0.791,0.572,0.343
2020-01-02 21:50:00,0.342,4.49,0.865,0.737,0.791,0.533,0.342
2020-01-02 22:00:00,0.345,4.491,0.777,0.7,0.792,0.527,0.345
2020-01-02 22:10:00,0.344,4.496,0.338,0.514,0.793,0.528,0.344
2020-01-02 22:20:00,0.341,4.499,0.338,0.294,0.793,0.594,0.341
2020-01-02 22:30:00,0.329,4.494,0.338,0.292,0.794,0.759,0.329
2020-01-02 22:40:00,0.328,4.494,0.338,0.292,0.792,0.951,0.328
2020-01-02 22:50:00,0.328,4.499,0.337,0.291,0.793,0.906,0.328
2020-01-02 23:00:00,0.329,4.504,0.337,0.291,0.794,0.601,0.329
2020-01-02 23:10:00,0.329,4.502,0.337,0.292,0.793,0.607,0.329
2020-01-02 23:20:00,0.333,4.499,0.337,0.293,0.795,0.592,0.333
2020-01-02 23:30:00,0.492,4.503,0.337,0.289,0.797,0.576,0.492
2020-01-02 23:40:00,0.454,4.505,0.337,0.289,0.796,0.527,0.454
2020-01-02 23:50:00,0.452,4.506,0.337,0.289,0.797,0.525,0.452
2020-01-03 00:00:00,0.45,4.506,0.337,0.254,0.797,0.529,0.45
2020-01-03 00:10:00,0.449,4.504,0.337,0.174,0.797,0.578,0.449
2020-01-03 00:20:00,0.446,4.502,0.337,0.259,0.797,0.517,0.446
2020-01-03 00:30:00,0.539,4.581,0.337,0.645,0.796,0.522,0.539
2020-01-03 00:40:00,0.452,4.638,0.337,0.608,0.797,0.525,0.452
2020-01-03 00:50:00,0.434,4.664,0.337,0.578,0.796,0.519,0.434
2020-01-03 01:00:00,0.435,4.652,0.337,0.427,0.796,0.505,0.435
2020-01-03 01:10:00,0.437,2.913,0.337,0.174,0.797,0.491,0.437
2020-01-03 01:20:00,0.447,1.178,0.337,0.175,0.797,0.471,0.447
2020-01-03 01:30:00,0.448,0.488,0.337,0.174,0.799,0.527,0.448
2020-01-03 01:40:00,0.447,0.387,0.337,0.169,0.797,0.526,0.447
2020-01-03 01:50:00,0.442,0.34,0.337,0.169,0.797,0.568,0.442
2020-01-03 02:00:00,0.439,0.337,0.337,0.169,0.797,0.72,0.439
2020-01-03 02:10:00,0.43,0.335,0.336,0.306,0.796,0.942,0.43
2020-01-03 02:20:00,0.424,0.334,0.336,0.621,0.796,0.891,0.424
2020-01-03 02:30:00,0.423,0.334,0.336,0.819,0.796,0.582,0.423
2020-01-03 02:40:00,0.422,0.334,0.335,0.812,0.796,0.595,0.422
2020-01-03 02:50:00,0.422,0.333,0.335,0.809,0.796,0.578,0.422
2020-01-03 03:00:00,0.421,0.334,0.335,0.803,0.796,0.549,0.421
2020-01-03 03:10:00,0.432,0.334,0.335,0.798,0.796,0.516,0.432
2020-01-03 03:20:00,0.434,0.334,0.335,0.798,0.797,0.521,0.434
2020-01-03 03:30:00,0.434,0.334,0.336,0.803,0.798,0.514,0.434
2020-01-03 03:40:00,0.434,0.334,0.335,0.768,0.797,0.572,0.434
2020-01-03 03:50:00,0.434,0.333,0.335,0.755,0.796,0.597,0.434
2020-01-03 04:00:00,0.43,0.333,0.344,0.465,0.797,0.638,0.43
2020-01-03 04:10:00,0.418,0.334,0.465,0.297,0.796,0.655,0.418
2020-01-03 04:20:00,0.418,0.333,0.457,0.296,0.808,0.678,0.418
2020-01-03 04:30:00,0.419,0.333,0.453,0.296,0.61,0.681,0.419
2020-01-03 04:40:00,0.419,0.333,0.45,0.234,0.847,0.653,0.419
2020-01-03 04:50:00,0.419,0.333,0.449,0.182,0.842,0.616,0.419
2020-01-03 05:00:00,0.367,0.333,0.449,0.182,0.838,0.607,0.367
2020-01-03 05:10:00,0.339,0.422,0.449,0.182,0.836,0.603,0.339
2020-01-03 05:20:00,0.34,0.471,0.449,0.182,0.833,0.649,0.34
2020-01-03 05:30:00,0.341,0.466,0.45,0.177,0.832,0.765,0.341
2020-01-03 05:40:00,0.339,0.468,0.451,0.177,0.831,1.019,0.339
2020-01-03 05:50:00,0.338,0.469,0.451,0.177,0.831,1.069,0.338
2020-01-03 06:00:00,0.327,0.469,0.451,0.177,0.829,0.812,0.327
2020-01-03 06:10:00,0.328,0.469,0.452,0.178,0.775,0.606,0.328
2020-01-03 06:20:00,0.326,0.469,0.452,0.177,0.76,0.582,0.326
2020-01-03 06:30:00,0.327,0.469,0.452,0.177,0.782,0.562,0.327
2020-01-03 06:40:00,0.327,0.47,0.453,0.177,0.785,0.531,0.327
2020-01-03 06:50:00,0.332,0.466,0.453,0.252,0.884,0.521,0.332
2020-01-03 07:00:00,0.342,0.464,0.453,0.704,0.927,0.521,0.342
2020-01-03 07:10:00,0.341,0.463,0.453,0.692,0.924,0.573,0.341
2020-01-03 07:20:00,0.341,0.836,0.453,0.688,0.922,0.572,0.341
2020-01-03 07:30:00,0.341,3.898,0.454,0.686,0.921,0.596,0.341
2020-01-03 07:40:00,0.34,4.237,0.453,0.684,0.92,0.6,0.34
2020-01-03 07:50:00,0.331,4.344,0.453,0.685,0.92,0.603,0.331
2020-01-03 08:00:00,0.327,4.499,0.453,0.678,0.92,0.589,0.327
2020-01-03 08:10:00,0.327,4.609,0.454,0.677,0.92,0.572,0.327
2020-01-03 08:20:00,0.327,4.699,0.456,0.677,0.92,0.531,0.327
2020-01-03 08:30:00,0.328,4.483,0.453,0.676,0.92,0.521,0.328
2020-01-03 08:40:00,0.327,4.287,0.452,0.801,0.919,0.461,0.327
2020-01-03 08:50:00,0.34,4.29,0.452,0.809,0.919,0.492,0.34
